period,flow,reporterCode,partnerCode,primaryValue
2016,X,528,36,2581093034.14
2016,X,528,50,216106345.543
2016,X,528,76,3633165842.296
2016,X,528,124,3404320402.931
2016,X,528,144,122490270.913
2016,X,528,152,649012155.288
2016,X,528,156,10697553312.572
2016,X,528,170,453103404.323
2016,X,528,192,173682901.505
2016,X,528,214,148727690.603
2016,X,528,218,314062879.23
2016,X,528,251,37957165245.493
2016,X,528,276,107318598650.316
2016,X,528,288,486915805.837
2016,X,528,344,2331624554.143
2016,X,528,360,1045169865.167
2016,X,528,364,781235573.292
2016,X,528,368,382210647.937
2016,X,528,376,2169237857.118
2016,X,528,380,19486358383.818
2016,X,528,384,179738929.187
2016,X,528,392,3679152298.589
2016,X,528,404,270497493.069
2016,X,528,410,4003846049.271
2016,X,528,414,579161830.233
2016,X,528,446,22247646.104
2016,X,528,458,1290306807.644
2016,X,528,484,2111233195.806
2016,X,528,496,17583217.51
2016,X,528,504,1127600641.118
2016,X,528,512,360802064.196
2016,X,528,554,457991425.504
